2023-11-13T00:40:52.451-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.455-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.500-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.367-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.487-03:00  INFO 17044 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:29:27.412-03:00  INFO 15004 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:29:27.449-03:00  INFO 15004 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:29:27.773-03:00  INFO 15004 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:29:28.177-03:00  INFO 15004 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:29:28.270-03:00  INFO 15004 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:29:28.380-03:00  INFO 15004 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:29:28.382-03:00  INFO 15004 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2023-11-13T03:29:28.385-03:00  INFO 15004 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2023-11-13T03:29:34.206-03:00  INFO 15964 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : Starting PilacoinApplication using Java 21.0.1 with PID 15964 (C:\Topicos\Trabalho\pilacoin\build\classes\java\main started by augus in C:\Topicos\Trabalho\pilacoin)
2023-11-13T03:29:34.208-03:00  INFO 15964 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : No active profile set, falling back to 1 default profile: "default"
2023-11-13T03:29:34.943-03:00  INFO 15964 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-11-13T03:29:34.967-03:00  INFO 15964 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2023-11-13T03:29:35.564-03:00  INFO 15964 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2023-11-13T03:29:35.573-03:00  INFO 15964 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-11-13T03:29:35.573-03:00  INFO 15964 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
2023-11-13T03:29:35.666-03:00  INFO 15964 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-11-13T03:29:35.667-03:00  INFO 15964 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1403 ms
2023-11-13T03:29:35.812-03:00  INFO 15964 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2023-11-13T03:29:36.231-03:00  INFO 15964 --- [main] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Driver does not support get/set network timeout for connections. (feature not supported)
2023-11-13T03:29:36.232-03:00  INFO 15964 --- [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.hsqldb.jdbc.JDBCConnection@1a950fdd
2023-11-13T03:29:36.233-03:00  INFO 15964 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2023-11-13T03:29:36.281-03:00  INFO 15964 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-11-13T03:29:36.340-03:00  INFO 15964 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.2.13.Final
2023-11-13T03:29:36.342-03:00  INFO 15964 --- [main] org.hibernate.cfg.Environment            : HHH000406: Using bytecode reflection optimizer
2023-11-13T03:29:36.694-03:00  INFO 15964 --- [main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2023-11-13T03:29:37.099-03:00  INFO 15964 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2023-11-13T03:29:37.104-03:00  INFO 15964 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:29:37.419-03:00  WARN 15964 --- [main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-11-13T03:29:37.774-03:00  WARN 15964 --- [main] .s.s.UserDetailsServiceAutoConfiguration : 

Using generated security password: c633c4df-9014-4067-a219-fe03d1074db4

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-13T03:29:37.907-03:00  INFO 15964 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7d3815f7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@b87ea8b, org.springframework.security.web.context.SecurityContextHolderFilter@6c4d0224, org.springframework.security.web.header.HeaderWriterFilter@27048db3, org.springframework.security.web.csrf.CsrfFilter@1d40f597, org.springframework.security.web.authentication.logout.LogoutFilter@3e73f5e7, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@26be0d23, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2c4eae94, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@c79780, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@67823972, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@32cec678, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@618fb1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@594c66c3, org.springframework.security.web.access.ExceptionTranslationFilter@26d445e9, org.springframework.security.web.access.intercept.AuthorizationFilter@36d39655]
2023-11-13T03:29:37.959-03:00  WARN 15964 --- [main] ocalVariableTableParameterNameDiscoverer : Using deprecated '-debug' fallback for parameter name resolution. Compile the affected code with '-parameters' instead or avoid its introspection: org.springframework.amqp.rabbit.core.RabbitAdmin
2023-11-13T03:29:38.049-03:00  INFO 15964 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2023-11-13T03:29:38.054-03:00  INFO 15964 --- [main] o.s.a.r.c.CachingConnectionFactory       : Attempting to connect to: [srv-ceesp.proj.ufsm.br:8082]
2023-11-13T03:29:38.276-03:00  INFO 15964 --- [main] o.s.a.r.c.CachingConnectionFactory       : Created new connection: rabbitConnectionFactory#2375a976:0/SimpleConnection@480994d3 [delegate=amqp://guest@200.18.45.228:8082/, localPort=2110]
2023-11-13T03:29:38.578-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] b.u.c.t.p.service.DificuldadeService     : [DificuldadeService] A dificuldade foi atualizada JSON: {"dificuldade":"fffffffffffffffffffffffffffffffffffffffffffffffffffffffffff","inicio":1699798548370,"validadeFinal":1699884948370}
2023-11-13T03:29:38.777-03:00  INFO 15964 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : Started PilacoinApplication in 5.084 seconds (process running for 5.818)
2023-11-13T03:29:51.560-03:00  INFO 15964 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-13T03:29:51.561-03:00  INFO 15964 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-11-13T03:29:51.562-03:00  INFO 15964 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-11-13T03:29:53.760-03:00  INFO 15964 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [MinerarPilacoinService] Iniciando minerarPilaCoin();
2023-11-13T03:30:04.347-03:00  INFO 15964 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [MinerarPilacoinService] Pilacoin minerado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":1699857004347,"nomeCriador":"Augusto","nonce":"60215150674770423649701538541469262081901173276007627161525395958185827525262"}
2023-11-13T03:30:04.348-03:00  INFO 15964 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.service.RabbitMQService        : [RabbitMQService] Mensagem enviada fila: pila-minerado, mensagem: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":1699857004347,"nomeCriador":"Augusto","nonce":"60215150674770423649701538541469262081901173276007627161525395958185827525262"}
2023-11-13T03:30:04.392-03:00  INFO 15964 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [MinerarPilacoinService] Pilacoin minerado enviado para a fila 'pila-minerado'.
2023-11-13T03:30:04.430-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : [UsuarioListener] Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"60215150674770423649701538541469262081901173276007627161525395958185827525262","queue":"pila-minerado"}
2023-11-13T03:36:41.436-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:36:41.469-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:36:41.502-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:36:42.010-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:36:42.193-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:36:42.302-03:00  INFO 15964 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:36:42.390-03:00  INFO 15964 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:36:42.392-03:00  INFO 15964 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2023-11-13T03:36:42.396-03:00  INFO 15964 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2023-11-13T03:36:47.011-03:00  INFO 8244 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : Starting PilacoinApplication using Java 21.0.1 with PID 8244 (C:\Topicos\Trabalho\pilacoin\build\classes\java\main started by augus in C:\Topicos\Trabalho\pilacoin)
2023-11-13T03:36:47.014-03:00  INFO 8244 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : No active profile set, falling back to 1 default profile: "default"
2023-11-13T03:36:47.777-03:00  INFO 8244 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-11-13T03:36:47.800-03:00  INFO 8244 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2023-11-13T03:36:48.403-03:00  INFO 8244 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2023-11-13T03:36:48.412-03:00  INFO 8244 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-11-13T03:36:48.412-03:00  INFO 8244 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
2023-11-13T03:36:48.572-03:00  INFO 8244 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-11-13T03:36:48.573-03:00  INFO 8244 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1491 ms
2023-11-13T03:36:48.739-03:00  INFO 8244 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2023-11-13T03:36:49.152-03:00  INFO 8244 --- [main] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Driver does not support get/set network timeout for connections. (feature not supported)
2023-11-13T03:36:49.154-03:00  INFO 8244 --- [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.hsqldb.jdbc.JDBCConnection@25b38203
2023-11-13T03:36:49.156-03:00  INFO 8244 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2023-11-13T03:36:49.207-03:00  INFO 8244 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-11-13T03:36:49.269-03:00  INFO 8244 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.2.13.Final
2023-11-13T03:36:49.271-03:00  INFO 8244 --- [main] org.hibernate.cfg.Environment            : HHH000406: Using bytecode reflection optimizer
2023-11-13T03:36:49.601-03:00  INFO 8244 --- [main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2023-11-13T03:36:49.996-03:00  INFO 8244 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2023-11-13T03:36:50.001-03:00  INFO 8244 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:36:50.331-03:00  WARN 8244 --- [main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-11-13T03:36:50.694-03:00  WARN 8244 --- [main] .s.s.UserDetailsServiceAutoConfiguration : 

Using generated security password: 47cd7416-e1ea-4e00-a15d-3b8e6e9fa6aa

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-13T03:36:50.861-03:00  INFO 8244 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6e7fa4b0, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6c7f804c, org.springframework.security.web.context.SecurityContextHolderFilter@62d6ac, org.springframework.security.web.header.HeaderWriterFilter@20960b51, org.springframework.security.web.csrf.CsrfFilter@6f0ae0ee, org.springframework.security.web.authentication.logout.LogoutFilter@2c4eae94, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7057dbda, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@116b0b32, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@3e89f5bc, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@51da7b08, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@75dbe490, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@14d298d6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@259aec72, org.springframework.security.web.access.ExceptionTranslationFilter@641bc9a8, org.springframework.security.web.access.intercept.AuthorizationFilter@3f1fb139]
2023-11-13T03:36:50.972-03:00  WARN 8244 --- [main] ocalVariableTableParameterNameDiscoverer : Using deprecated '-debug' fallback for parameter name resolution. Compile the affected code with '-parameters' instead or avoid its introspection: org.springframework.amqp.rabbit.core.RabbitAdmin
2023-11-13T03:36:51.042-03:00  INFO 8244 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2023-11-13T03:36:51.047-03:00  INFO 8244 --- [main] o.s.a.r.c.CachingConnectionFactory       : Attempting to connect to: [srv-ceesp.proj.ufsm.br:8082]
2023-11-13T03:36:51.230-03:00  INFO 8244 --- [main] o.s.a.r.c.CachingConnectionFactory       : Created new connection: rabbitConnectionFactory#1592e540:0/SimpleConnection@5c459194 [delegate=amqp://guest@200.18.45.228:8082/, localPort=2157]
2023-11-13T03:36:51.519-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] b.u.c.t.p.service.DificuldadeService     : [salvarDificuldade] A dificuldade foi atualizada JSON: {"dificuldade":"fffffffffffffffffffffffffffffffffffffffffffffffffffffffffff","inicio":1699798548370,"validadeFinal":1699884948370}
2023-11-13T03:36:51.692-03:00  INFO 8244 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : Started PilacoinApplication in 5.206 seconds (process running for 6.079)
2023-11-13T03:36:59.024-03:00  INFO 8244 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-13T03:36:59.024-03:00  INFO 8244 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-11-13T03:36:59.025-03:00  INFO 8244 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-11-13T03:37:01.035-03:00  INFO 8244 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [minerarPilacoinAsync] Iniciando minerarPilaCoin();
2023-11-13T03:37:08.839-03:00  INFO 8244 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [minerarPilacoin] Pilacoin minerado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":1699857428839,"nomeCriador":"Augusto","nonce":"77525984758570829354236122240457891217245555228659891970989621966218132972482"}
2023-11-13T03:37:08.840-03:00  INFO 8244 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.service.RabbitMQService        : [enviarMensagemParaFila] Mensagem enviada fila: pila-minerado, mensagem: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":1699857428839,"nomeCriador":"Augusto","nonce":"77525984758570829354236122240457891217245555228659891970989621966218132972482"}
2023-11-13T03:37:08.881-03:00  INFO 8244 --- [ForkJoinPool.commonPool-worker-1] b.u.c.t.p.s.MinerarPilacoinService       : [enviarPilaCoinParaFila] Pilacoin minerado enviado para a fila 'pila-minerado'.
2023-11-13T03:37:08.916-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : [handleAugustoMessage] Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"77525984758570829354236122240457891217245555228659891970989621966218132972482","queue":"pila-minerado"}
2023-11-13T03:41:14.062-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:41:14.094-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:41:14.126-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T03:41:14.224-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:41:14.338-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:41:14.829-03:00  INFO 8244 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T03:41:14.914-03:00  INFO 8244 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T03:41:14.916-03:00  INFO 8244 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2023-11-13T03:41:14.919-03:00  INFO 8244 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2023-11-13T03:41:18.817-03:00  INFO 14548 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : Starting PilacoinApplication using Java 21.0.1 with PID 14548 (C:\Topicos\Trabalho\pilacoin\build\classes\java\main started by augus in C:\Topicos\Trabalho\pilacoin)
2023-11-13T03:41:18.821-03:00  INFO 14548 --- [main] b.u.c.tapw.pilacoin.PilacoinApplication  : No active profile set, falling back to 1 default profile: "default"
2023-11-13T03:41:19.646-03:00  INFO 14548 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-11-13T03:41:19.670-03:00  INFO 14548 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2023-11-13T03:41:20.302-03:00  INFO 14548 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2023-11-13T03:41:20.312-03:00  INFO 14548 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-11-13T03:41:20.312-03:00  INFO 14548 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
2023-11-13T03:41:20.424-03:00  INFO 14548 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-11-13T03:41:20.425-03:00  INFO 14548 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1541 ms
2023-11-13T03:41:20.590-03:00  INFO 14548 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2023-11-13T03:41:20.965-03:00  INFO 14548 --- [main] com.zaxxer.hikari.pool.PoolBase          : HikariPool-1 - Driver does not support get/set network timeout for connections. (feature not supported)
2023-11-13T03:41:20.966-03:00  INFO 14548 --- [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.hsqldb.jdbc.JDBCConnection@61191222
2023-11-13T03:41:20.968-03:00  INFO 14548 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2023-11-13T03:41:21.016-03:00  INFO 14548 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-11-13T03:41:21.097-03:00  INFO 14548 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.2.13.Final
